0;0,417;-0,54110802322362;-0,815596979185793;-0,0194172836641783;-1,10759910926206;0,024;0,26;0,027
0;1,519;0,517700780077467;-0,89290860326885;-0,710274226473867;-1,18327183282044;0,067;0,33;0,09
0;3,575;2,25703608003873;-1,44804399465426;-1,69431135907916;-2,36751696237756;0,1282;0,11;0,1934
0;6,585;3,39698951468342;-2,34958200423104;-2,90835286336794;-4,54012713691735;0,2076;-0,4;0,3372
0;10,549;2,07604099529049;-3,47271130683596;-4,46351137184691;-7,41202019717766;0,3052;-1,2;0,5214
0;15,467;-4,26832420966314;-4,66524147631468;-6,23000416816144;-10,894243413271;0,421;-2,29;0,746
0;21,339;-19,1934574605832;-5,72400961742078;-8,01796941568524;-14,8838575866832;0,555;-3,67;1,011
0;28,165;-47,7574828077207;-6,36417724917399;-9,55965024510676;-19,237690001553;0,7072;-5,34;1,3164
0;35,945;-97,389517859326;-6,16966801930516;-10,4602909938785;-23,74999425664;0,8776;-7,3;1,6622
0;44,679;-179,454768184822;-4,50538269366343;-10,1098496182805;-28,1140558619558;1,0662;-9,55;2,0484
0;54,367;-312,253535475521;-0,349645860042234;-7,5147057831535;-31,8486197733644;1,273;-12,09;2,475
0;65,009;-527,258869641687;8,05392577547179;-0,948451370523859;-34,1445309500515;1,498;-14,92;2,942
0;76,605;-883,566094649673;24,0026470320232;12,8558902482484;-33,5086130814801;1,7412;-18,04;3,4494
0;89,155;-1506,71025126623;54,5004625161394;40,8736112118741;-26,8048964192408;2,0026;-21,45;3,9972
0;102,659;-2718,53670896817;117,503551293625;101,036254819028;-6,04239372541061;2,2822;-25,15;4,5854
0;117,117;-5667,24538645188;277,070973808427;257,384421337393;57,2175440775044;2,58;-29,14;5,214
0;132,529;-19733,2277234416;1056,54175462523;1033,2462572285;395,168426684568;2,896;-33,42;5,883
0;148,895;30575,7881766371;-1755,85317467734;-860,764455118149;-1783,1503935571;3,2302;-37,99;6,5924
0;166,215;11355,5974690383;-689,500049236361;-396,200072024209;-721,188108179251;3,5826;-42,85;7,3422
0;184,489;8028,99552907559;-510,199149395882;-325,524131860929;-546,658677869475;3,9532;-48;8,1324
0;203,717;6750,3292863595;-445,491298518252;-306,04142466422;-487,091778047236;4,342;-53,44;8,963
0;223,899;6141,63130873752;-418,498644408812;-303,656526974601;-465,597642421651;4,749;-59,17;9,834
0;245,035;5837,75599780478;-408,849413577281;-309,342724702174;-461,793149887602;5,1742;-65,19;10,7454
0;267,125;5700,28264146813;-408,820985304533;-319,68386496377;-467,945646383214;5,6176;-71,5;11,6972
0;290,169;5665,18937268312;-414,841509194453;-333,103708065617;-480,474849842034;6,0792;-78,1;12,6894
0;314,167;5698,78894373666;-425,031528954909;-348,775262102515;-497,494465415081;6,559;-84,99;13,722
0;339,119;5781,66521794598;-438,307786884866;-366,223344372164;-517,915825843431;7,057;-92,17;14,795
0;365,025;5901,83971337858;-454,001979852926;-385,155663774707;-541,066423785451;7,5732;-99,64;15,9084
0;391,885;6051,52147218881;-471,67943173466;-405,382601367696;-566,50835662909;8,1076;-107,4;17,0622
0;419,699;6225,42425379572;-491,045208070825;-426,775762231225;-593,944236497123;8,6602;-115,45;18,2564
0;448,467;6419,83486440733;-511,892137231676;-449,245086783691;-623,165039386144;9,231;-123,79;19,491
0;478,189;6632,0685513317;-534,070426255904;-472,72550955857;-654,019582127198;9,82;-132,42;20,766
0;508,865;6860,13600307995;-557,469082368745;-497,168826079474;-686,395834587064;10,4272;-141,34;22,0814
0;540,495;7102,53186691211;-582,004114076908;-522,538542893351;-720,209036086908;11,0526;-150,55;23,4372
0;573,079;7358,09601545625;-607,610791011504;-548,806508544947;-755,39389031417;11,6962;-160,05;24,8334
0;606,617;7625,91994927795;-634,238421958111;-575,950646314172;-791,89929386616;12,358;-169,84;26,27
0;641,109;7905,28208448187;-661,84674441979;-603,953390018477;-829,684688226641;13,038;-179,92;27,747
0;676,555;8195,60203421632;-690,403373876864;-632,800580870438;-868,717480523705;13,7362;-190,29;29,2644
0;712,955;8496,40768331217;-719,881966795784;-662,480674095646;-908,971184934563;14,4526;-200,95;30,8222
